Categorie,Naam,Ingrediënten,URL
Dieet maaltijden,Rundvlees in jus met rode bietjes en aardappelpuree (gemalen),"Rode biet 23%, water, aardappelen 20%, rundsgehakt 15%, uien, bruin bier (GERST), plantaardige oliën (zonnebloem, koolzaad, in wisselende verhoudingen), volleMELKpoeder, EIgeel, uien, zetmeel, dijonmosterd (water, MOSTERDzaad, azijn, zout, voedingszuur: citroenzuur), TARWEbloem, gemodificeerd zetmeel, suiker, bouillon (zout, natuurlijk aroma, zetmeel, zonnebloemolie, koolzaadolie, groente-extracten (SELDERIJ, uien, tomaten, wortelen), TARWEbloem, sucrose, dextrose, witte wijn extract, kalfsvlees, maltodextrine, uienpoeder, knoflook, specerijen), peperkoek (glucose-fructosestroop, ROGGEbloem, ROGGEzemelen, rijsmiddelen: natriumwaterstofcarbonaat, dinatriumdifosfaat, specerijen en aroma), zout, citroensap uit sapconcentraat, kleurstof: karamel, kruiden en specerijen.",https://www.versaantafel.nl/rundvlees-met-rode-bietjes-en-aardappelpuree-gemalen
Dieet maaltijden,Hutspot met hachee (zoutarm),"Aardappelen 31%, wortelen 21%,uien, water, rundstoofvlees 8% (rundvlees, water, zetmeel, zout), pulled beef 4% (rundvlees, zout), plantaardige oliën (zonnebloem, koolzaad, in wisselende verhoudingen), magereMELKpoeder, groentebouillon (maltodextrine, zetmeel, groentepoeders (prei, wortelen, uien), plantaardige olie (koolzaad/zonnebloem), kruiden en specerijen (SELDERIJ)), TARWEbloem, zetmeel, kleurstof: karamel, azijn, suiker, laurier, specerijen.",https://www.versaantafel.nl/hutspot-met-hachee-zoutarm
Dieet maaltijden,Runderstoofvlees met bloemkool en gekookte aardappelen (zoutarm),"Bloemkool 30%, aardappelen 30%, water, rundsvlees 15%, TARWEbloem, zetmeel, plantaardige oliën (koolzaad, zonnebloem, in wisselende verhoudingen), magere MELKpoeder, uien, bouillon (maltodextrine, zetmeel, groentepoeders (prei, wortelen, uien), plantaardige olie (koolzaad/zonnebloem), kruiden en specerijen (SELDERIJ)), gemodificeerd zetmeel, kleurstof: karamel, tijm.",https://www.versaantafel.nl/runderstoofvlees-met-bloemkool-en-gekookte-aardappelen-na-arm
Dieet maaltijden,Zalmfilet in dillesaus met spinazie- en doperwtenmix en aardappelpuree (zoutarm),"Aardappelen 28%, erwten 27%, Atlantische ZALM ASC 15%, water, spinazie 5%, uien, magereMELKpoeder, ROOM, zonnebloemolie, witte wijn, TARWEbloem, gemodificeerd zetmeel, bouillon (maltodextrine, zetmeel, groentepoeders (prei, wortelen, uien), plantaardige olie (koolzaad/zonnebloem), kruiden en specerijen (SELDERIJ), peterselie 0,1%, bieslook 0,1%, dille 0,02%, specerijen.",https://www.versaantafel.nl/zalm-in-dillesaus-met-spinazie-en-doperwtenmix-en-aardappelpuree-zoutarm
Dieet maaltijden,Jachtschotel met rode kool en aardappelpuree (zoutarm),"Aardappelen 29%, water, rode kool 16%, rundvlees, 15%, appelcompote (appel 95%, zuurteregelaar: citroenzuur, antioxidant: ascorbinezuur), appelsap uit concentraat, ui, gedroogde appel, suiker, plantaardige olie (zonnebloem, koolzaad in wisselende verhoudingen), champignons, veenbessen compote (veenbessen 45%, suiker, water, geleermiddel: pectine, zuurteregelaar: calciumcitraten), zilverui, magere MELKpoeder, zetmeel, tomatenconcentraat, maltodextrine, groentepoeders (prei, wortelen, uien), TARWEbloem, gemodificeerd zetmeel, kleurstof: karamel, citroensap uit concentraat, kruiden, specerijen (bevat SELDERIJ).",https://www.versaantafel.nl/jachtschotel-met-rode-kool-en-aardappelpuree-zoutarm
Dieet maaltijden,Macaroni in tomaten- en groentensaus (zoutarm),"Gekookte macaroni 60% (water, harde TARWEgriesmeel), tomaten 15%, water, rode paprika 4%, courgette 4%, plantaardige oliën (zonnebloem, koolzaad, in wisselende verhoudingen), uien 2%, tomatenconcentraat, champignons 2%, gemodificeerd zetmeel, suiker, knoflook, peper. Let op! Deze maaltijd kan door kruiscontaminatie sporen van melk (lactose) bevatten.",https://www.versaantafel.nl/macaroni-in-tomaten-en-groentensaus-zoutarm
Dieet maaltijden,"Kip naar oma’s recept met sperzieboontjes, zilveruitjes en aardappelpuree (zoutarm)","Sperziebonen 30%, aardappelen 26%, gekookt kippenvlees 16% (kip 99%, zout, kippengelatine), water, tomaten 5%, champignons, uien, zilverui, witte wijn, magereMELKpoeder, plantaardige oliën (zonnebloem, koolzaad, in wisselende verhoudingen), tomatenconcentraat 0,5%, groentebouillon (maltodextrine (tarwe/aardappel), zetmeel, groentepoeders (prei, wortelen, uien), plantaardige olie (koolzaad/zonnebloem), kruiden en specerijen (SELDERIJ)), gemodificeerd zetmeel, balsamico azijn, peterselie, knoflook, kleurstof: karamel, specerijen. Let op! Deze maaltijd kan door kruiscontaminatie sporen van gluten bevatten.",https://www.versaantafel.nl/kip-naar-oma-s-recept-met-sperzieboontjes-zilveruitjes-en-aardappelpuree-zoutarm
Dieet maaltijden,Varkensvlees in jus met sperzieboontjes en aardappelpuree (gemalen),"Bonen 32%, aardappelen 22%, water, varkensvlees 16%, zonnebloemolie, volle MELKpoeder, uien, EIgeel, zout, gistextract, zetmeel, groente-extracten (SELDERIJ, uien, prei, tomaten, wortelen), uienpoeder, knoflook, gemodificeerd zetmeel, rundvleesextract (rundvlees, zout), TARWEbloem, kleurstof: karamel, kruiden en specerijen.",https://www.versaantafel.nl/varkensvlees-met-sperziebonen-en-aardappelpuree-gemalen
Dieet maaltijden,Gehakt in jus met prei en aardappelpuree (gemalen),"Prei 26%, aardappelen 24%, water, gehakt 12% (rundvlees, varkensvlees, zout, specerijen, dextrose, antioxidanten: natriumascorbaat, ascorbinezuur), tomaten, zonnebloemolie, volle MELKpoeder, uien, witte SELDERIJ, wortelen, EIgeel, KAAS, gemodificeerd zetmeel, zout, olijfolie, TARWEbloem, zetmeel, rundvleesextract (rundvlees, zout), TARWEbloem, knoflook, kleurstof: karamel, specerijen.",https://www.versaantafel.nl/smakelijk-gehakt-met-prei-en-aardappelpuree-gemalen
Dieet maaltijden,Zalm in vissaus met worteltjes en aardappelpuree (gemalen),"Wortelen 30%, aardappelen 22%, water, Atlantische ZALM 13%, ROOM, zonnebloemolie, uien, volle MELKpoeder, BOTER, witte wijn, TARWEbloem, zetmeel, EIgeel, zout, visbouillon (maltodextrine, zetmeel, TARWEbloem, VISpoeder, zout, natuurlijke aroma, zonnebloemolie, glucosestroop, MELKeiwitten, witte wijn extract, uien, sacharose), zout, gistextract, groente-extracten (SELDERIJ, uien, prei, tomaten, wortelen), uienpoeder, knoflook, MOSTERDzaad, azijn, antioxidant: citroenzuur, kruiden en specerijen.",https://www.versaantafel.nl/zalm-in-vissaus-met-wortelen-en-aardappelpuree-gemalen
Dieet maaltijden,Kip in jus met sperzieboontjes en aardappelpuree (gemalen),"Sperziebonen 32%, aardappelen 24%, water, kippenvlees 14% (kip, zout), zonnebloemolie, volle MELKpoeder, EIgeel, TARWEbloem, ROOM, gemodificeerd zetmeel, uien, bouillon (zout, zetmeel, LACTOSE, gistextract, maltodextrine, dextrose, kippenvet en -vlees, uien, wortelen, zonnebloemolie, kippenfond (water, kippenvet, kippenvlees), suiker, groente-extracten (SELDERIJ, uien, tomaten, wortelen), uienpoeder, knoflook, kruiden en specerijen), zout, citroensap uit concentraat, geroosterd kippenaroma, tomatenconcentraat, kleurstof: karamel, specerijen.",https://www.versaantafel.nl/kip-met-sperzieboontjes-en-aardappelpuree-gemalen
Dieet maaltijden,Varkensvlees in jus met erwten en aardappelpuree (gemalen),"Erwten 32%, aardappelen 22%, water, varkensvlees 16%, zonnebloemolie, volle MELKpoeder, ui, EIgeel, zout, gemodificeerd zetmeel, groentebouillon (zout, gistextract, zetmeel, zonnebloemolie, groente-extracten (SELDERIJ, uien, tomaten, wortelen), uipoeder, knoflook, kruiden en specerijen), rundvleesextract (rundvlees, zout), TARWEbloem, kleurstof: karamel, kruiden en specerijen.",https://www.versaantafel.nl/varkensvlees-in-jus-met-erwten-en-aardappelpuree
Dieet maaltijden,Alaska Pollak in Hollandaisesaus met rode bietjes en aardappelpuree (gemalen),"Aardappelen 23%, water, rode biet 23%, ALASKA POLLAK 10%, appelen, plantaardige oliën (zonnebloem, koolzaad, in wisselende verhoudingen), volleMELKpoeder, appelsap uit sapconcentraat, boter (MELK), tomaten, room (MELK), gemodificeerd zetmeel, aperitiefwijn, uien, EIgeel, TARWEbloem, zout, sjalotten, balsamico azijn, witte wijn, olijfolie, suiker, bouillon (zout, natuurlijk aroma, zetmeel, zonnebloemolie, groente-extracten (SELDERIJ, uien, tomaten, wortelen), uienpoeder, knoflook, maltodextrine, TARWEbloem, VISpoeder, glucosestroop, MELKeiwitten, witte wijnextract, sacharose, specerijen), knoflook, citroensap uit sapconcentraat, garam masala (specerijen, mangopoeder, laurier), kruiden en specerijen.",https://www.versaantafel.nl/alaska-pollak-in-hollandaisesaus-met-rode-bietjes-en-aardappelpuree-gemalen
Dieet maaltijden,Hollandse andijviestamppot met gehakt in jus (gemalen),"Andijvie 34%, aardappelen 28%, water, gehakt 9% (varkensvlees, zout, specerijen, dextrose, conserveermiddelen: ascorbinezuur, natriumascorbaat, trinatriumcitraat), tomaten, uien, plantaardige oliën (zonnebloem, koolzaad, in wisselende verhoudingen), volleMELKpoeder, BOTER, ROOM, TARWEbloem, gemodificeerd zetmeel, rundvleesextract (rundvlees, zout), bouillon (zout, gistextract, zetmeel, zonnebloemolie, groente-extracten (SELDERIJ, uien, tomaten, wortelen), uienpoeder, knoflook, specerijen), zout, knoflook, kleurstof: karamel, fond (zetmeel, TARWEbloem, natuurlijk aroma, zout, sacharose, tomaat extract, wortelextract, dextrose, zonnebloemolie, witte wijn extract, kalfsvlees, knoflook, peper, maltodextrine), gerookte paprikapoeder, kruiden en specerijen.",https://www.versaantafel.nl/hollandse-andijviestamppot-met-gehakt-in-jus-gemalen
Dieet maaltijden,Procureurlapje in jus met spinazie en aardappelpuree (gemalen),"Spinazie 30%, water, aardappelen 24%, varkensvlees 8%, zonnebloemolie, ROOM, uien, magereMELKpoeder, volleMELKpoeder, gemodificeerd zetmeel, EIgeel, zout, TARWEbloem, rundvleesextract (rundvlees, zout), bouillon (zout, gistextract, zetmeel, zonnebloemolie, groente-extracten (SELDERIJ, uien, tomaten, wortelen), uienpoeder, knoflook, kruiden en specerijen), knoflook, kleurstof: karamel, kruiden en specerijen.",https://www.versaantafel.nl/procureurlapje-in-jus-met-spinazie-en-aardappelpuree-gemalen
Dieet maaltijden,Kip in crèmesaus met broccoli en aardappelpuree (gemalen),"Broccoli 32%, water, aardappelen 22%, kippenvlees 14% (kip, zout), plantaardige oliën (zonnebloem, koolzaad, in wisselende verhoudingen), volleMELKpoeder, EIgeel, champignons, TARWEbloem, room (MELK), gemodificeerd zetmeel, zetmeel, zout, bouillon (zout, zetmeel, LACTOSE, maltodextrine, natuurlijk aroma, dextrose, kippenvet en -vlees, uien, wortelen, koolzaadolie, specerijen), boter (MELK), citroensap, champignon extract (champignonsapconcentraat, maltodextrine), specerijen.",https://www.versaantafel.nl/dlc-kip-in-cremesaus-broccoli-aardappelpuree
Dieet maaltijden,Runderhachee met rode kool en aardappelpuree (gemalen),"Water, aardappelen 22%, rode kool 16%, rundsgehakt 13%, uien, appelmoes (appelen, zuurteregelaar: citroenzuur, antioxidant: ascorbinezuur), appelsap uit sapconcentraat, plantaardige oliën (zonnebloem, koolzaad, in wisselende verhoudingen), appelen, suiker, volleMELKpoeder, room (MELK), EIgeel, zetmeel, TARWEbloem, zout, bouillon (zout, natuurlijk aroma, zetmeel, zonnebloemolie, groente-extracten (SELDERIJ, uien, tomaten, wortelen), uienpoeder, knoflook, specerijen), alcoholazijn, citroensap, laurier, kleurstof: karamel, specerijen.",https://www.versaantafel.nl/dlc-runderhachee-met-rode-kool-aardappelpuree
Dieet maaltijden,Boerenkoolstamppot met rundergehakt in jus (gemalen),"Aardappelen 32%, boerenkool 24%, water, rundsgehakt 10%, tomaten, plantaardige oliën (zonnebloem, koolzaad, in wisselende verhoudingen), uien, volleMELKpoeder, witte SELDERIJ, gemodificeerd zetmeel, olijfolie, bouillon (zout, natuurlijk aroma, zetmeel, zonnebloemolie, groente-extracten (SELDERIJ, uien, tomaten, wortelen), uienpoeder, knoflook, specerijen), rundvleesextract (rundvlees, zout), zout, TARWEbloem, knoflook, kleurstof: karamel, specerijen.",https://www.versaantafel.nl/dlc-boerenkool-met-rundergehakt
Dieet maaltijden,Rundvlees met witlof en aardappelpuree (gemalen),"Witloof 26%, aardappelen 22%, water, rundsgehakt 14%, uien, plantaardige oliën (zonnebloem, koolzaad, in wisselende verhoudingen), bruin bier (water, GERSTEMOUT, maïs, fructosestroop, gebrande suiker, hop), volleMELKpoeder, uien, EIgeel, TARWEbloem, gemodificeerd zetmeel, rundvleesextract (rundvlees, zout), zout, TARWEbloem, zetmeel, dijonmosterd (water, MOSTERDzaad, alcoholazijn, zout, voedingszuur: citroenzuur), bouillon (zout, natuurlijk aroma, zetmeel, zonnebloemolie, groente-extracten (SELDERIJ, uien, tomaten, wortelen), uienpoeder, knoflook, specerijen), kleurstof: karamel, knoflook, peperkoek (glucose-fructosestroop, ROGGEbloem, ROGGEzemelen, rijsmiddelen: natriumwaterstofcarbonaat, dinatriumdifosfaat, specerijen en aroma), antioxidant: citroenzuur, kruiden en specerijen.",https://www.versaantafel.nl/dlc-rundvlees-met-witlof-en-aardappelpuree
Themaboxen,Duco's Vitaalbox (6 stuks),,https://www.versaantafel.nl/duco-s-vitaalbox-6-stuks
Themaboxen,Proefbox,,https://www.versaantafel.nl/proefbox-met-lekker-hollandse-maaltijden
Themaboxen,Proefbox kleine maaltijden,,https://www.versaantafel.nl/proefbox-kleine-maaltijden
Themaboxen,Maaltijdbox Hollands (6 stuks),,https://www.versaantafel.nl/maaltijdbox-hollands-6-stuks
Themaboxen,Maaltijdbox Vegetarisch (6 stuks),,https://www.versaantafel.nl/maaltijdbox-vegetarisch-6-stuks
Themaboxen,Maaltijdbox Kleine gerechten (6 stuks),,https://www.versaantafel.nl/maaltijdbox-kleine-gerechten-6-stuks
Themaboxen,Maaltijdbox Internationaal (6 stuks),,https://www.versaantafel.nl/maaltijdbox-internationaal-6-stuks
Themaboxen,Najaarsbox (6 stuks),,https://www.versaantafel.nl/seizoensbox
Themaboxen,Dieetbox Zoutarm (6 stuks),,https://www.versaantafel.nl/dieetbox-zoutarm-6-stuks
